,MM_id,Brand,laptop_name,display_info,processor_info,RAM,HDD,grapic_Card,colour,laptop,MM_Artkl_number,Nr_of_reviews,Processor,O_S,Screen_size_(cm / inch),Screen_resolution,Memory _Type,Processor_Brand,Processor_Model,Graphics_card_manufacturer,Connections,WLAN_standards,Bluetooth_version,Dimensions_(B / H / T) / Weight,price
31,M_31,ACER,ACER Swift 3 (SF314-55-71NF), Notebook mit 14 Zoll Display, Core? i7 Prozessor, 8 GB RAM, 512 GB SSD, GeForce® MX150, Silber,"ACER Swift 3 (SF314-55-71NF), Notebook mit 14 Zoll Display, Core? i7 Prozessor, 8 GB RAM, 512 GB SSD, GeForce® MX150, Silber",2479571,0,Intel® Core ? i7-8565U processor (up to 4.60 GHz with Intel® Turbo Boost technology ...,Windows 10 Home (64 bit),35.56 cm / 14 inches,"1,920 x 1,080 pixels",DDR4,Intel®,Core? i7,NVIDIA,nein,null,null,null,"1 1 9 9 , -"
32,M_32,APPLE,APPLE MacBook Pro MR962D/A-139979 mit US-Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor,null, 512 GB SSD, Radeon Pro 555X, Silber,"APPLE MacBook Pro MR962D/A-139979 mit US-Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor, 512 GB SSD, Radeon Pro 555X, Silber",2458303,0,2.9GHz 6-Core Intel Core i9 8th Generation Processor (Turbo Boost up to 4.8GHz),Radeon Pro 555X,39.11 cm / 15.4 inches,2.880 x 1.800 Pixel,DDR4,Intel,Core i9,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"3 9 9 9 , -"
33,M_33,APPLE,APPLE MacBook Pro MR9Q2D/A-139439 mit internationaler Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor,null, 512 GB SSD, Iris Plus Graphics 655, Space Grau,"APPLE MacBook Pro MR9Q2D/A-139439 mit internationaler Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor, 512 GB SSD, Iris Plus Graphics 655, Space Grau",2458748,0,2.7 GHz quad-core Intel Core i7 processor of the 8th generation (Turbo Boost up to 4.5 ...,Iris Plus Graphics 655,33.78 cm / 13.3 Zoll,2.560 x 1.600 Pixel,LPDDR3,Intel,Core i7,Intel,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhörer Anschluss",802.11ac,5,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"2 6 0 9 , -"
34,M_34,APPLE,APPLE MacBook Pro MR932D/A-139721 mit internationaler englischer Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 32 GB RAM, 2 TB SSD, Radeon Pro 555X, Space Grau,"APPLE MacBook Pro MR932D/A-139721 mit internationaler englischer Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 32 GB RAM, 2 TB SSD, Radeon Pro 555X, Space Grau",2457947,0,2.2 GHz 6-Core Intel Core i7 processor of the 8th generation (Turbo Boost up to 4.1 GHz),"SSD, 2 TB",39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i7,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"4959,-"
35,M_35,DELL,DELL INSPIRON 15 5570, notebook with 15.6 inch display, Core ? i5 processor, 8 GB RAM, 1 TB HDD, UHD graphics 620, black / silver,"DELL INSPIRON 15 5570, notebook with 15.6 inch display, Core ? i5 processor, 8 GB RAM, 1 TB HDD, UHD graphics 620, black / silver",2400800,1,Intel® Core ? i5-8250U processor (up to 3.40 GHz with Intel® Turbo Boost technology ...,"HDD, 1 TB",39.6 cm / 15.6 Zoll,1.920 x 1.080 Pixel,DDR4,Intel®,Core? i5,Intel,nein,null,null,null,"5 9 9 , -"
36,M_36,APPLE,APPLE MacBook Pro mit britischer Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 8 GB RAM, 512 GB SSD, Iris Plus Graphics 640, Space Grey,"APPLE MacBook Pro mit britischer Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 8 GB RAM, 512 GB SSD, Iris Plus Graphics 640, Space Grey",2297698,0,2.3 GHz dual-core Intel Core i5 processor (Turbo Boost up to 3.6 GHz),macOS Sierra,33.78 cm / 13.3 inches,"2,560 x 1,600 pixels",LPDDR3,Intel,Core i5,Intel,"2x Thunderbolt 3 (USB-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"1 9 9 9 , -"
37,M_37,APPLE,APPLE MacBook Pro MR962D/A-139877 mit deutscher Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor,null, 4 TB SSD, Radeon Pro 555X, Silber,"APPLE MacBook Pro MR962D/A-139877 mit deutscher Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 4 TB SSD, Radeon Pro 555X, Silber",2458140,0,"2,2 GHz 6-Core Intel Core i7 Prozessor der 8. Generation (Turbo Boost bis zu 4,1 GHz)",Radeon Pro 555X,39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i7,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"6879,-"
38,M_38,APPLE,APPLE MacBook Pro MR972D/A-140195 mit US-Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor,null, 2 TB SSD, Radeon Pro 560X, Silber,"APPLE MacBook Pro MR972D/A-140195 mit US-Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor, 2 TB SSD, Radeon Pro 560X, Silber",2458655,0,2.9GHz 6-Core Intel Core i9 8th Generation Processor (Turbo Boost up to 4.8GHz),Radeon Pro 560X,39.11 cm / 15.4 inches,"2,880 x 1,800 pixels",DDR4,Intel,Core i9,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"5 0 7 9 , -"
39,M_39,APPLE,APPLE MacBook Pro MR932D/A-139822 mit britischer Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor, 32 GB RAM, 4 TB SSD, Radeon Pro 555X, Space Grau,"APPLE MacBook Pro MR932D/A-139822 mit britischer Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor, 32 GB RAM, 4 TB SSD, Radeon Pro 555X, Space Grau",2458014,0,"2,9 GHz 6-Core Intel Core i9 Prozessor der 8. Generation (Turbo Boost bis zu 4,8 GHz)","SSD , 4 TB",39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i9,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"7839,-"
40,M_40,APPLE,APPLE MacBook Pro MR9V2D / A-139623 with German keyboard, notebook with 13.3 inch display, Core i7 processor,null, 1 TB SSD, IrisPlus Graphics 655, silver,"APPLE MacBook Pro MR9V2D / A-139623 with German keyboard, notebook with 13.3 inch display, Core i7 processor, 1 TB SSD, IrisPlus Graphics 655, silver",2458234,0,2.7 GHz quad-core Intel Core i7 processor of the 8th generation (Turbo Boost up to ...,IrisPlus Graphics 655,33.78 cm / 13.3 Zoll,2.560 x 1.600 Pixel,LPDDR3,Intel,Core i7,Intel,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhörer Anschluss",802.11ac,5,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"3 3 4 9 , -"
41,M_41,HYRICAN,HYRICAN NOT01576, Gaming Notebook mit 17.3 Zoll Display, Core? i7 Prozessor, 16 GB RAM, 1 TB HDD, Geforce® GTX 1060, Anthrazit/Schwarz,"HYRICAN NOT01576, Gaming Notebook mit 17.3 Zoll Display, Core? i7 Prozessor, 16 GB RAM, 240 GB SSD, 1 TB HDD, Geforce® GTX 1060, Anthrazit/Schwarz",2365136,0,Intel® Core ? i7-7700HQ processor (up to 3.80 GHz with Intel® Turbo Boost technology ...,"SSD, 240 GB, M.2",43.9 cm / 17.3 Zoll,1.920 x 1.080 Pixel,DDR4,Intel®,Core? i7,NVIDIA,"4x USB3.0, 2x MiniDispalyPort, 1x HDMI, 1x Kopfhörer, 1x Mikrofon, 1x 2-in-1 Audio Jack Line-out/S/PDIF opt.), 1x RJ-45",Intel® Dual Band Wireless-AC (2x2 AC),4.2,419 mm x 25 mm x 288 mm / 3.0 kg,"1449,-"
42,M_42,APPLE,APPLE MacBook Pro mit deutscher Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 8 GB RAM, 1 TB SSD, Iris Plus Graphics 640, Space Grey,"APPLE MacBook Pro mit deutscher Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 8 GB RAM, 1 TB SSD, Iris Plus Graphics 640, Space Grey",2298107,0,2.3 GHz dual-core Intel Core i5 processor (Turbo Boost up to 3.6 GHz),macOS Sierra,33.78 cm / 13.3 inches,"2,560 x 1,600 pixels",LPDDR3,Intel,Core i5,Intel,"2x Thunderbolt 3 (USB-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"2 4 8 9 , -"
43,M_43,APPLE,APPLE MacBook Pro MR962D/A-139936 mit internationaler Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor,null, 2 TB SSD, Radeon Pro 555X, Silber,"APPLE MacBook Pro MR962D/A-139936 mit internationaler Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor, 2 TB SSD, Radeon Pro 555X, Silber",2458225,0,2.9GHz 6-Core Intel Core i9 8th Generation Processor (Turbo Boost up to 4.8GHz),Radeon Pro 555X,39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i9,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"4 9 5 9 , -"
44,M_44,APPLE,APPLE MacBook Pro MR942D/A-140148 mit französischer Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor,null, 4 TB SSD, Radeon Pro 560X, Space Grau,"APPLE MacBook Pro MR942D/A-140148 mit französischer Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor, 4 TB SSD, Radeon Pro 560X, Space Grau",2458132,0,"2,9 GHz 6-Core Intel Core i9 Prozessor der 8. Generation (Turbo Boost bis zu 4,8 GHz)",Radeon Pro 560X,39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i9,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"7479,-"
45,M_45,DELL,DELL INSPIRON 15 7577, 15.6 inch notebook, Core ? i7 processor, 16 GB RAM, 1 TB HDD, GeForce GTX 1060, Black / Red,"DELL INSPIRON 15 7577, 15.6 inch notebook, Core ? i7 processor, 16 GB RAM, 256 GB SSD, 1 TB HDD, GeForce GTX 1060, Black / Red",2401408,1,Intel® Core ? i7-7700HQ processor (up to 3.80 GHz with Intel® Turbo Boost technology ...,"SSD, 256 GB",39.6 cm / 15.6 inches,1.920 x 1.080 Pixel,DDR4,Intel®,Core? i7,NVIDIA,nein,null,null,null,"1 3 9 9 , -"
46,M_46,APPLE,APPLE MacBook Pro MR9U2D/A-139552 mit französischer Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor,null, 2 TB SSD, Iris Plus Graphics 655, Silber,"APPLE MacBook Pro MR9U2D/A-139552 mit französischer Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor, 2 TB SSD, Iris Plus Graphics 655, Silber",2458257,0,2.7 GHz quad-core Intel Core i7 processor of the 8th generation (Turbo Boost up to 4.5 ...,Iris Plus Graphics 655,33.78 cm / 13.3 Zoll,2.560 x 1.600 Pixel,LPDDR3,Intel,Core i7,Intel,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhörer Anschluss",802.11ac,5,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"4 3 4 9 , -"
47,M_47,APPLE,APPLE MacBook Pro MR942D/A-140087 mit deutscher Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor,null, 2 TB SSD, Radeon Pro 560X, Space Grau,"APPLE MacBook Pro MR942D/A-140087 mit deutscher Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor, 2 TB SSD, Radeon Pro 560X, Space Grau",2458062,0,"2,9 GHz 6-Core Intel Core i9 Prozessor der 8. Generation (Turbo Boost bis zu 4,8 GHz)",Radeon Pro 560X,39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i9,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"5559,-"
48,M_48,APPLE,APPLE MacBook Pro mit britischer Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 16 GB RAM, 128 GB SSD, Iris Plus Graphics 640, Silber,"APPLE MacBook Pro mit britischer Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 16 GB RAM, 128 GB SSD, Iris Plus Graphics 640, Silber",2298083,0,"2,3 GHz Dual-Core Intel Core i5 Prozessor (Turbo Boost bis zu 3,6 GHz)",macOS Sierra,33.78 cm / 13.3 Zoll,2.560 x 1.600 Pixel,LPDDR3,Intel,Core i5,Intel,"2x Thunderbolt 3 (USB-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"1739,-"
49,M_49,APPLE,APPLE MacBook mit deutscher Tastatur, Notebook mit 12 Zoll Display, Core m3 Prozessor, 16 GB RAM, 256 GB Flash, HD Graphics 615, Gold,"APPLE MacBook mit deutscher Tastatur, Notebook mit 12 Zoll Display, Core m3 Prozessor, 16 GB RAM, 256 GB Flash, HD Graphics 615, Gold",2295571,0,"1,2 GHz Intel Dual-Core Core m3 Prozessor (Turbo Boost bis zu 3,0 GHz)",macOS Sierra,30.5 cm / 12 Zoll,2.304 x 1.440 Pixel,LPDDR3,Intel,Core m3,Intel,"1x USB 3.1 (Typ-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,280.5 mm x 13.1 mm x 196.5 mm / 920 g,"1739,-"
50,M_50,ASUS,ASUS ZenBook S UX391UA-EG030T, Notebook mit 13.3 Zoll Display, Core? i7 Prozessor, 8 GB RAM, 512 GB SSD, UHD Graphics 620, Deep Dive Blue,"ASUS ZenBook S UX391UA-EG030T, Notebook mit 13.3 Zoll Display, Core? i7 Prozessor, 8 GB RAM, 512 GB SSD, UHD Graphics 620, Deep Dive Blue",2437993,0,Intel® Core ? i7-8550U processor (up to 4.00 GHz with Intel® Turbo Boost technology ...,"SSD, 512 GB, M.2",33.78 cm / 13.3 inches,1.920 x 1.080 Pixel,LPDDR3,Intel®,Core? i7,Intel,"1x Mikrofon-/Kopfhörer Kombianschluss, 1x USB 3.1 Typ-C (Gen1), 2x USB 3.1 Typ-C (Gen2)",802.11ac,4.2,311 mm x 12.9 mm x 213 mm / 1.0 kg,"1 2 9 9 , -"
51,M_51,APPLE,APPLE MacBook Pro MR972D/A-140159 mit deutscher Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor,null, 2 TB SSD, Radeon Pro 560X, Silber,"APPLE MacBook Pro MR972D/A-140159 mit deutscher Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 2 TB SSD, Radeon Pro 560X, Silber",2458602,0,2.6 GHz 6-Core Intel Core i7 processor of the 8th generation (Turbo Boost up to 4.3 GHz),Radeon Pro 560X,39.11 cm / 15.4 inches,2.880 x 1.800 Pixel,DDR4,Intel,Core i7,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"5219,-"
53,M_53,APPLE,APPLE MacBook Pro MR9Q2D/A-139445 mit US-Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor,null, 1 TB SSD, Iris Plus Graphics 655, Space Grau,"APPLE MacBook Pro MR9Q2D/A-139445 mit US-Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor, 1 TB SSD, Iris Plus Graphics 655, Space Grau",2458754,0,2.7 GHz quad-core Intel Core i7 processor of the 8th generation (Turbo Boost up to 4.5 ...,Iris Plus Graphics 655,33.78 cm / 13.3 Zoll,2.560 x 1.600 Pixel,LPDDR3,Intel,Core i7,Intel,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhörer Anschluss",802.11ac,5,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"3109,-"
54,M_54,APPLE,APPLE MacBook Pro mit deutscher Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor, 16 GB RAM, 1 TB SSD, Iris Plus Graphics 640, Space Grey,"APPLE MacBook Pro mit deutscher Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor, 16 GB RAM, 1 TB SSD, Iris Plus Graphics 640, Space Grey",2294144,0,"2,5 GHz Dual-Core Intel Core i7 Prozessor (Turbo Boost bis zu 4,0 GHz)",macOS Sierra,33.78 cm / 13.3 Zoll,2.560 x 1.600 Pixel,LPDDR3,Intel,Core i7,Intel,"2x Thunderbolt 3 (USB-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"3109,-"
55,M_55,APPLE,APPLE MacBook Pro MR972D/A-140197 mit US-Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor,null, 512 GB SSD, Radeon Pro 560X, Silber,"APPLE MacBook Pro MR972D/A-140197 mit US-Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor, 512 GB SSD, Radeon Pro 560X, Silber",2458658,0,2.9GHz 6-Core Intel Core i9 8th Generation Processor (Turbo Boost up to 4.8GHz),Radeon Pro 560X,39.11 cm / 15.4 inches,2.880 x 1.800 Pixel,DDR4,Intel,Core i9,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"4 1 1 9 , -"
56,M_56,APPLE,APPLE MacBook Pro MR962D/A-139955 mit US-Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor,null, 1 TB SSD, Radeon Pro 555X, Silber,"APPLE MacBook Pro MR962D/A-139955 mit US-Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 1 TB SSD, Radeon Pro 555X, Silber",2458260,0,2.2 GHz 6-Core Intel Core i7 processor of the 8th generation (Turbo Boost up to 4.1 GHz),Radeon Pro 555X,39.11 cm / 15.4 inches,"2,880 x 1,800 pixels",DDR4,Intel,Core i7,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"3 5 1 9 , -"
57,M_57,XMG,XMG ULTRA 17 - L17hwc, Gaming Notebook mit 17.3 Zoll Display, Core? i7 Prozessor, 32 GB RAM, 2 TB HDD, GeForce GTX 1080, Schwarz,"XMG ULTRA 17 - L17hwc, Gaming Notebook mit 17.3 Zoll Display, Core? i7 Prozessor, 32 GB RAM, 500 GB SSD, 2 TB HDD, GeForce GTX 1080, Schwarz",2379386,0,Intel® Core ? i7-8700 processor (up to 4.60 GHz with Intel® Turbo Boost Technology 2.0 ...,Windows 10 Home,43.94 cm / 17.3 Zoll,3.840 x 2.160 Pixel,DDR4,Intel®,Core? i7,NVIDIA,nein,null,null,null,"3 3 9 9 , -"
58,M_58,APPLE,APPLE MacBook Pro MR9U2D/A-139478 mit deutscher Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor,null, 512 GB SSD, Iris Plus Graphics 655, Silber,"APPLE MacBook Pro MR9U2D/A-139478 mit deutscher Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 512 GB SSD, Iris Plus Graphics 655, Silber",2458384,0,2.3 GHz quad-core Intel Core i5 processor of the 8th generation (Turbo Boost up to 3.8 ...,Iris Plus Graphics 655,33.78 cm / 13.3 inches,2.560 x 1.600 Pixel,LPDDR3,Intel,Core i5,Intel,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhörer Anschluss",802.11ac,5,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"2 2 4 9 , -"
59,M_59,APPLE,APPLE MacBook Pro mit britischer Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor, 16 GB RAM, 256 GB SSD, Iris Plus Graphics 640, Space Grey,"APPLE MacBook Pro mit britischer Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor, 16 GB RAM, 256 GB SSD, Iris Plus Graphics 640, Space Grey",2297799,0,2.5 GHz dual-core Intel Core i7 processor (Turbo Boost up to 4.0 GHz),macOS Sierra,33.78 cm / 13.3 inches,2.560 x 1.600 Pixel,LPDDR3,Intel,Core i7,Intel,"2x Thunderbolt 3 (USB-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"2 3 4 9 , -"
60,M_60,XMG,XMG PRO 17 - M18fxz, Gaming Notebook mit 17.3 Zoll Display, Core? i7 Prozessor, 16 GB RAM, 500 GB SSD, GeForce GTX 1060, Schwarz,"XMG PRO 17 - M18fxz, Gaming Notebook mit 17.3 Zoll Display, Core? i7 Prozessor, 16 GB RAM, 500 GB SSD, GeForce GTX 1060, Schwarz",2412854,0,Intel® Core ? i7-8750H processor (up to 4.10 GHz with Intel® Turbo Boost technology),Windows 10 Home (64 bit),43.94 cm / 17.3 Zoll,1.920 x 1.080 Pixel,DDR4,Intel®,Core? i7,NVIDIA®,"2x USB Typ-A 3.0 (1x powered), 2x USB Typ-A 3.1 Gen2, 1x Thunderbolt 3/USB Typ-C 3.1 Gen2, 2x Mini-DisplayPort 1.4 (unterstützt G-SYNC-fähigen Monitor), 1x HDMI 2.0 (mit HDCP), 1x 2-in-1 Audio (Audioausgang + S/PDIF optisch), 1x Kopfhörerausgang, 1x Mikrofoneingang, 1x RJ-45","802.11a/b/g/n/ac, 2,4 Ghz und 5 Ghz mit bis zu 1.73 Gbps",5,418.5 mm x 24.9 mm x 287 mm / 3.1 kg,"1 8 8 9 , -"
61,M_61,APPLE,APPLE MacBook Pro MR962D/A-139891 mit deutscher Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor,null, 2 TB SSD, Radeon Pro 560X, Silber,"APPLE MacBook Pro MR962D/A-139891 mit deutscher Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 2 TB SSD, Radeon Pro 560X, Silber",2458154,0,"2,2 GHz 6-Core Intel Core i7 Prozessor der 8. Generation (Turbo Boost bis zu 4,1 GHz)",Radeon Pro 560X,39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i7,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"5079,-"
62,M_62,APPLE,APPLE MNYK2D, Notebook mit 12 Zoll Display, Core i7 Prozessor, 8 GB RAM, 256 GB Flash, HD Grafik 615, Gold,"APPLE MNYK2D, Notebook mit 12 Zoll Display, Core i7 Prozessor, 8 GB RAM, 256 GB Flash, HD Grafik 615, Gold",2295582,0,"1,4 GHz Intel Dual-Core Core i7 Prozessor (Turbo Boost bis zu 3,6 GHz)",OS Sierra,30.5 cm / 12 Zoll,2.304 x 1.440 Pixel,LPDDR3,Intel,Core i7,Intel,"1x USB 3.1 Typ-C, 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,280.5 mm x 13.1 mm x 196.5 mm / 920 g,"1799,-"
63,M_63,APPLE,APPLE MacBook Pro MR932D/A-139839 mit französischer Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 32 GB RAM, 512 GB SSD, Radeon Pro 555X, Space Grau,"APPLE MacBook Pro MR932D/A-139839 mit französischer Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 32 GB RAM, 512 GB SSD, Radeon Pro 555X, Space Grau",2458409,0,2.2 GHz 6-Core Intel Core i7 processor of the 8th generation (Turbo Boost up to 4.1 GHz),"SSD, 512 GB",39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i7,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"3 5 1 9 , -"
